Word,Dot_product,Location_fan,Model_seed,n_epochs,List
bus,1.3230829238891602,True,40,65,17
bos,0.9013481140136719,True,40,65,17
campus,1.5084067583084106,True,50,65,17
boetiek,1.0496068000793457,True,50,65,17
tempel,1.250017523765564,True,50,65,17
gieterij,2.409076690673828,True,50,65,17
afgrond,1.1663254499435425,True,50,65,17
trein,0.4920494854450226,True,50,65,17
camper,1.6666144132614136,True,50,65,17
caravan,0.6472665071487427,True,50,65,17
tram,0.6376017928123474,True,50,65,17
duinen,1.129683494567871,True,50,65,17
firma,0.9532454013824463,True,50,65,17
universiteit,0.520605206489563,True,50,65,17
tent,1.8549662828445435,True,50,65,17
hut,1.3754558563232422,True,50,65,17
warenhuis,1.7387609481811523,True,50,65,17
montagehal,0.7940624356269836,True,50,65,17
fabriek,0.3979254364967346,True,50,65,17
kloof,1.2600691318511963,True,50,65,17
metro,1.2647391557693481,True,50,65,17
winkel,1.7985119819641113,True,50,65,17
supermarkt,1.324906826019287,True,50,65,17
heiligdom,1.453728437423706,True,50,65,17
bus,0.6498593091964722,True,50,65,17
bos,1.4070082902908325,True,50,65,17
gieterij,1.5029520988464355,True,23,65,19
dorp,0.573905885219574,True,23,65,19
sacristie,2.1423306465148926,True,23,65,19
helikopter,0.18555185198783875,True,23,65,19
vliegtuig,0.7819710373878479,True,23,65,19
woning,1.5501689910888672,True,23,65,19
kapel,0.5771522521972656,True,23,65,19
straaljager,2.058915376663208,True,23,65,19
plaatsje,1.7209903001785278,True,23,65,19
universiteit,0.7446394562721252,True,23,65,19
basiliek,0.9544080495834351,True,23,65,19
luchtballon,1.0114935636520386,True,23,65,19
fabriek,0.8814755082130432,True,23,65,19
crypte,1.2747302055358887,True,23,65,19
bioscoop,1.8688381910324097,True,23,65,19
huis,0.871025800704956,True,23,65,19
