Lists,Fan2,Fan4,Fan2greater,Droprate,Training,Mistakes_Epochs_0,Mistakes_Epochs_65
1,0.7093423478104265,1.4403434098186683,False,0,False,24.0,0
3,1.0739525800680212,1.53858092866069,False,0,False,23.0,0
5,0.35013171444809355,1.978175882136831,False,0,False,22.666666666666668,0
7,1.8098369961403402,1.206558133158516,True,0,False,23.0,0
9,1.7042000785424154,1.375891084436709,True,0,False,22.666666666666668,0
11,1.5684617649562749,1.9218442518839083,False,0,False,23.0,0
13,1.6233741557645391,1.5261047893468382,True,0,False,23.0,0
15,1.6148223501739494,1.1713517451360758,True,0,False,23.333333333333332,0
17,1.3935519243079018,1.1438146017445963,True,0,False,22.333333333333332,0
19,1.4747357545840334,1.4759270469301782,False,0,False,22.666666666666668,0
21,0.8764161489702852,1.5316483204983267,False,0,False,22.666666666666668,0
23,1.5577006649335317,1.0637022593323233,True,0,False,23.666666666666668,0
25,1.894465171773989,1.5927570453333448,True,0,False,23.666666666666668,0
27,1.5080843323019735,0.9174013740104404,True,0,False,23.0,0
29,1.2105385306090208,1.9519814768605026,False,0,False,22.666666666666668,0
31,0.715346603075424,1.6576395913757476,False,0,False,22.666666666666668,0
33,1.77163128527975,1.2461120956997167,True,0,False,22.333333333333332,0
35,1.2843265568015567,1.079081173252075,True,0,False,23.0,0
37,1.039223945431172,1.3308798241227957,False,0,False,23.333333333333332,0
39,1.809597453454891,1.198553553048282,True,0,False,22.666666666666668,0
41,1.7765644686716389,1.0534670215209416,True,0,False,23.333333333333332,0
43,1.104008053452003,1.2318518452455691,False,0,False,23.666666666666668,0
45,1.5545119671570848,1.0640529357316684,True,0,False,23.0,0
47,1.4652611883776974,1.6243529776531052,False,0,False,23.0,0
49,1.6982917900927457,1.1639964630238182,True,0,False,23.333333333333332,0
51,1.691170039007822,1.7288330298647376,False,0,False,23.666666666666668,0
53,1.7880570001563303,1.6614903328040707,True,0,False,22.666666666666668,0
55,1.9914147869793168,1.2841940087608463,True,0,False,23.0,0
57,1.5800344474878254,1.2503616837622378,True,0,False,23.333333333333332,0
59,1.0683274132929834,1.5891375493988487,False,0,False,23.0,0
61,1.3039166643316018,1.3887517141054786,False,0,False,23.0,0
63,1.398610603727161,1.5896055394970592,False,0,False,23.0,0
65,1.4478168801513902,1.6412606085294328,False,0,False,23.0,0
67,1.2717288776410214,1.4085802880225173,False,0,False,23.333333333333332,0
69,1.6787412601632468,1.4499966539086244,True,0,False,22.666666666666668,0
71,0.924671324788043,1.2651963159861754,False,0,False,22.333333333333332,0
73,1.4644196068628161,1.2976287800928048,True,0,False,23.333333333333332,0
75,1.225172709405183,1.3621995955504569,False,0,False,22.333333333333332,0
77,1.6265483204074296,1.4062191987209114,True,0,False,23.333333333333332,0
79,1.0947863065747014,1.8769149932809266,False,0,False,23.333333333333332,0
81,0.8997559055795363,1.1852969679780396,False,0,False,23.0,0
83,1.9733552371261112,1.4087029734638765,True,0,False,24.0,0
85,1.167383485515673,1.3671197746524058,False,0,False,23.333333333333332,0
87,2.153679370611667,1.3809440749496313,True,0,False,22.333333333333332,0
89,1.8570463934091321,1.5334571474651586,True,0,False,22.666666666666668,0
91,0.9087401791119418,1.7588347513648461,False,0,False,22.666666666666668,0
93,1.6856735463984402,1.5977918167707912,True,0,False,22.0,0
95,1.2701407345431637,1.501650481526811,False,0,False,22.333333333333332,0
97,1.6199378215661984,1.5243599279427371,True,0,False,23.333333333333332,0
99,1.2304114125467929,1.2464116662772464,False,0,False,23.333333333333332,0
mean,1.418198363091286,1.4238201940927668,False,0,False,22.999999999999996,0
std,0.37364764037255693,0.24383125074875145,True,0,False,0.44721359549995787,0
1,3.0665650812087053,2.824123236434088,True,0.0,True,0,0.3333333333333333
3,3.0937103477416033,2.8104107644207867,True,0.0,True,0,0.0
5,3.0357235344546627,2.749211195587873,True,0.0,True,0,0.0
7,2.946478267242272,2.8982706041068242,True,0.0,True,0,0.0
9,3.0175642492669414,2.8570166153011316,True,0.0,True,0,0.0
11,2.9732062242724093,2.8678156122364196,True,0.0,True,0,0.0
13,2.888593668470541,2.9945531452139664,False,0.0,True,0,1.0
15,3.1489210424122804,2.8553544196616536,True,0.0,True,0,0.6666666666666666
17,3.0505997498629087,2.851527511225567,True,0.0,True,0,0.3333333333333333
19,2.8534359134532603,2.9176943007655534,False,0.0,True,0,0.0
21,2.895470726966619,2.9630493525214585,False,0.0,True,0,0.0
23,2.971454731851577,2.8391508260230314,True,0.0,True,0,0.0
25,2.903999830017248,2.911830414128561,False,0.0,True,0,0.0
27,3.067502483457088,2.834840285323321,True,0.0,True,0,0.0
29,3.108807743568976,2.8786396009025568,True,0.0,True,0,0.0
31,2.963651206075906,2.809635706908762,True,0.0,True,0,0.3333333333333333
33,2.9623586284416508,2.9238688668242023,True,0.0,True,0,0.3333333333333333
35,2.8518689594961795,2.8404132988102826,True,0.0,True,0,0.0
37,2.968045949667453,2.857794743383685,True,0.0,True,0,0.0
39,2.924242289468407,2.8684084952918285,True,0.0,True,0,0.0
41,2.9269746092257494,2.9942578195289697,False,0.0,True,0,0.3333333333333333
43,3.3192379968660664,2.668620250850677,True,0.0,True,0,0.0
45,2.9038749520776266,2.884889273635804,True,0.0,True,0,0.0
47,2.9794136233426722,2.868944121483888,True,0.0,True,0,0.3333333333333333
49,3.0810138369398903,2.836814390847841,True,0.0,True,0,0.0
51,3.1084578357435855,2.8041420523497056,True,0.0,True,0,0.0
53,2.884629547327518,2.9560694337931865,False,0.0,True,0,0.0
55,3.0600907737809013,2.8095739852125536,True,0.0,True,0,0.0
57,3.1492805726625117,2.8101069008730444,True,0.0,True,0,0.0
59,3.306677793194611,2.872546876512229,True,0.0,True,0,0.0
61,2.966451256577928,2.837100188910722,True,0.0,True,0,0.0
63,3.0366250261463317,2.9294539699750732,True,0.0,True,0,0.0
65,3.0906122162737044,2.8782595200883936,True,0.0,True,0,0.0
67,2.96395097894446,2.8619833138880724,True,0.0,True,0,0.0
69,2.9667286522485408,2.9134428883391212,True,0.0,True,0,0.0
71,3.1114996122616123,2.8153111506673287,True,0.0,True,0,0.0
73,3.0402491487361583,2.874241564299258,True,0.0,True,0,0.3333333333333333
75,2.9137594360124943,2.8911280126420253,True,0.0,True,0,0.3333333333333333
77,2.8362764167087864,2.9443215976526846,False,0.0,True,0,0.3333333333333333
79,3.127001958320299,2.8535545054311644,True,0.0,True,0,0.0
81,3.0159735627271327,2.7729401185286635,True,0.0,True,0,0.0
83,2.895876838246742,2.919018314261992,False,0.0,True,0,0.0
85,3.084157932281255,2.836572057299077,True,0.0,True,0,0.0
87,2.8007070245641064,2.9052801787652167,False,0.0,True,0,0.0
89,2.8744809811112875,2.946373764157056,False,0.0,True,0,0.0
91,3.0391546509958896,2.889912229771797,True,0.0,True,0,0.0
93,2.980894095927238,2.982496113558371,False,0.0,True,0,0.0
95,2.955968749751408,2.944620254491527,True,0.0,True,0,0.0
97,3.052486040981868,2.87324485466357,True,0.0,True,0,0.6666666666666666
99,3.147974639862537,2.8437928607680307,True,0.0,True,0,0.0
mean,3.0062536277447522,2.871452431166371,True,0.0,True,0,0.10666666666666666
std,0.10881087734135107,0.061843338167072645,True,0.0,True,0,0.21540659228538014
